State,ConditionGroup,AgeGroup,COVID19Deaths
California,COVID-19,85+,28463.0
California,COVID-19,Not stated,0
California,COVID-19,All Ages,109130.0
Colorado,Respiratory diseases,0-24,51.0
Colorado,Respiratory diseases,25-34,176.0
Colorado,Respiratory diseases,35-44,461.0
Colorado,Respiratory diseases,45-54,1233.0
Colorado,Respiratory diseases,55-64,2760.0
Colorado,Respiratory diseases,65-74,4673.0
Colorado,Respiratory diseases,75-84,5148.0
Colorado,Respiratory diseases,85+,4538.0
Colorado,Respiratory diseases,Not stated,0.0
Colorado,Respiratory diseases,All Ages,19065.0
Colorado,Circulatory diseases,0-24,10.0
Colorado,Circulatory diseases,25-34,62.0
Colorado,Circulatory diseases,35-44,173.0
Colorado,Circulatory diseases,45-54,585.0
Colorado,Circulatory diseases,55-64,1382.0
Colorado,Circulatory diseases,65-74,2481.0
Colorado,Circulatory diseases,75-84,3302.0
Colorado,Circulatory diseases,85+,4132.0
Colorado,Circulatory diseases,Not stated,0.0
Colorado,Circulatory diseases,All Ages,12177.0
Colorado,Sepsis,0-24,0
Colorado,Sepsis,25-34,24.0
Colorado,Sepsis,35-44,52.0
Colorado,Sepsis,45-54,127.0
Colorado,Sepsis,55-64,270.0
Colorado,Sepsis,65-74,401.0
Colorado,Sepsis,75-84,346.0
Colorado,Sepsis,85+,245.0
Colorado,Sepsis,Not stated,0.0
Colorado,Sepsis,All Ages,1469.0
Colorado,Malignant neoplasms,0-24,0
Colorado,Malignant neoplasms,25-34,0
Colorado,Malignant neoplasms,35-44,13.0
Colorado,Malignant neoplasms,45-54,56.0
Colorado,Malignant neoplasms,55-64,128.0
Colorado,Malignant neoplasms,65-74,316.0
Colorado,Malignant neoplasms,75-84,385.0
Colorado,Malignant neoplasms,85+,323.0
Colorado,Malignant neoplasms,Not stated,0.0
Colorado,Malignant neoplasms,All Ages,1230.0
Colorado,Diabetes,0-24,0
Colorado,Diabetes,25-34,13.0
Colorado,Diabetes,35-44,53.0
Colorado,Diabetes,45-54,188.0
Colorado,Diabetes,55-64,378.0
Colorado,Diabetes,65-74,670.0
Colorado,Diabetes,75-84,675.0
Colorado,Diabetes,85+,468.0
Colorado,Diabetes,Not stated,0
Colorado,Diabetes,All Ages,2452.0
Colorado,Obesity,0-24,15.0
Colorado,Obesity,25-34,43.0
Colorado,Obesity,35-44,117.0
Colorado,Obesity,45-54,202.0
Colorado,Obesity,55-64,297.0
Colorado,Obesity,65-74,272.0
Colorado,Obesity,75-84,120.0
Colorado,Obesity,85+,19.0
Colorado,Obesity,Not stated,0.0
Colorado,Obesity,All Ages,1085.0
Colorado,Alzheimer disease,0-24,0.0
Colorado,Alzheimer disease,25-34,0.0
Colorado,Alzheimer disease,35-44,0.0
Colorado,Alzheimer disease,45-54,0.0
Colorado,Alzheimer disease,55-64,0
Colorado,Alzheimer disease,65-74,42.0
Colorado,Alzheimer disease,75-84,189.0
Colorado,Alzheimer disease,85+,461.0
Colorado,Alzheimer disease,Not stated,0.0
Colorado,Alzheimer disease,All Ages,695.0
Colorado,Vascular and unspecified dementia,0-24,0.0
Colorado,Vascular and unspecified dementia,25-34,0.0
Colorado,Vascular and unspecified dementia,35-44,0.0
Colorado,Vascular and unspecified dementia,45-54,0.0
Colorado,Vascular and unspecified dementia,55-64,15.0
Colorado,Vascular and unspecified dementia,65-74,169.0
Colorado,Vascular and unspecified dementia,75-84,562.0
Colorado,Vascular and unspecified dementia,85+,1128.0
Colorado,Vascular and unspecified dementia,Not stated,0.0
Colorado,Vascular and unspecified dementia,All Ages,1874.0
Colorado,Renal failure,0-24,0
Colorado,Renal failure,25-34,23.0
Colorado,Renal failure,35-44,52.0
Colorado,Renal failure,45-54,167.0
Colorado,Renal failure,55-64,345.0
Colorado,Renal failure,65-74,551.0
Colorado,Renal failure,75-84,487.0
Colorado,Renal failure,85+,509.0
Colorado,Renal failure,Not stated,0.0
Colorado,Renal failure,All Ages,2135.0
Colorado,"Intentional and unintentional injury, and other adverse events",1654.0
Colorado,All other conditions and causes (residual),0-24,47.0
Colorado,All other conditions and causes (residual),25-34,104.0
Colorado,All other conditions and causes (residual),35-44,236.0
Colorado,All other conditions and causes (residual),45-54,505.0
Colorado,All other conditions and causes (residual),55-64,1112.0
Colorado,All other conditions and causes (residual),65-74,1948.0
Colorado,All other conditions and causes (residual),75-84,2274.0
Colorado,All other conditions and causes (residual),85+,2347.0
Colorado,All other conditions and causes (residual),Not stated,0
Colorado,All other conditions and causes (residual),All Ages,8574.0
Colorado,COVID-19,0-24,75.0
Colorado,COVID-19,25-34,167.0
Colorado,COVID-19,35-44,388.0
Colorado,COVID-19,45-54,947.0
Colorado,COVID-19,55-64,2034.0
Colorado,COVID-19,65-74,3363.0
Colorado,COVID-19,75-84,4006.0
Colorado,COVID-19,85+,4401.0
Colorado,COVID-19,Not stated,0
Colorado,COVID-19,All Ages,15382.0
Connecticut,Respiratory diseases,0-24,0.0
Connecticut,Respiratory diseases,25-34,80.0
Connecticut,Respiratory diseases,35-44,154.0
Connecticut,Respiratory diseases,45-54,433.0
Connecticut,Respiratory diseases,55-64,1367.0
Connecticut,Respiratory diseases,65-74,2323.0
Connecticut,Respiratory diseases,75-84,3177.0
Connecticut,Respiratory diseases,85+,4082.0
Connecticut,Respiratory diseases,Not stated,0.0
Connecticut,Respiratory diseases,All Ages,11657.0
Connecticut,Circulatory diseases,0-24,0.0
Connecticut,Circulatory diseases,25-34,0
Connecticut,Circulatory diseases,35-44,60.0
Connecticut,Circulatory diseases,45-54,201.0
Connecticut,Circulatory diseases,55-64,691.0
Connecticut,Circulatory diseases,65-74,1312.0
Connecticut,Circulatory diseases,75-84,2011.0
Connecticut,Circulatory diseases,85+,3327.0
Connecticut,Circulatory diseases,Not stated,0.0
Connecticut,Circulatory diseases,All Ages,7657.0
Connecticut,Sepsis,0-24,0
Connecticut,Sepsis,25-34,0
Connecticut,Sepsis,35-44,14.0
Connecticut,Sepsis,45-54,70.0
Connecticut,Sepsis,55-64,183.0
Connecticut,Sepsis,65-74,284.0
Connecticut,Sepsis,75-84,283.0
Connecticut,Sepsis,85+,261.0
Connecticut,Sepsis,Not stated,0.0
Connecticut,Sepsis,All Ages,1103.0
Connecticut,Malignant neoplasms,0-24,0
Connecticut,Malignant neoplasms,25-34,0
Connecticut,Malignant neoplasms,35-44,0
Connecticut,Malignant neoplasms,45-54,30.0
Connecticut,Malignant neoplasms,55-64,88.0
Connecticut,Malignant neoplasms,65-74,202.0
Connecticut,Malignant neoplasms,75-84,255.0
Connecticut,Malignant neoplasms,85+,217.0
Connecticut,Malignant neoplasms,Not stated,0.0
Connecticut,Malignant neoplasms,All Ages,806.0
Connecticut,Diabetes,0-24,0
Connecticut,Diabetes,25-34,0
Connecticut,Diabetes,35-44,31.0
Connecticut,Diabetes,45-54,64.0
Connecticut,Diabetes,55-64,152.0
Connecticut,Diabetes,65-74,267.0
Connecticut,Diabetes,75-84,343.0
Connecticut,Diabetes,85+,334.0
Connecticut,Diabetes,Not stated,0.0
Connecticut,Diabetes,All Ages,1199.0
Connecticut,Obesity,0-24,0
Connecticut,Obesity,25-34,19.0
Connecticut,Obesity,35-44,39.0
Connecticut,Obesity,45-54,58.0
Connecticut,Obesity,55-64,90.0
Connecticut,Obesity,65-74,68.0
Connecticut,Obesity,75-84,51.0
Connecticut,Obesity,85+,0
Connecticut,Obesity,Not stated,0.0
Connecticut,Obesity,All Ages,338.0
Connecticut,Alzheimer disease,0-24,0.0
Connecticut,Alzheimer disease,25-34,0.0
Connecticut,Alzheimer disease,35-44,0.0
Connecticut,Alzheimer disease,45-54,0.0
Connecticut,Alzheimer disease,55-64,0
Connecticut,Alzheimer disease,65-74,16.0
Connecticut,Alzheimer disease,75-84,73.0
Connecticut,Alzheimer disease,85+,222.0
Connecticut,Alzheimer disease,Not stated,0.0
Connecticut,Alzheimer disease,All Ages,317.0
Connecticut,Vascular and unspecified dementia,0-24,0.0
Connecticut,Vascular and unspecified dementia,25-34,0.0
Connecticut,Vascular and unspecified dementia,35-44,0.0
Connecticut,Vascular and unspecified dementia,45-54,0
Connecticut,Vascular and unspecified dementia,55-64,25.0
Connecticut,Vascular and unspecified dementia,65-74,104.0
Connecticut,Vascular and unspecified dementia,75-84,391.0
Connecticut,Vascular and unspecified dementia,85+,1038.0
Connecticut,Vascular and unspecified dementia,Not stated,0.0
Connecticut,Vascular and unspecified dementia,All Ages,1559.0
Connecticut,Renal failure,0-24,0
Connecticut,Renal failure,25-34,0
Connecticut,Renal failure,35-44,16.0
Connecticut,Renal failure,45-54,63.0
Connecticut,Renal failure,55-64,162.0
Connecticut,Renal failure,65-74,230.0
Connecticut,Renal failure,75-84,314.0
Connecticut,Renal failure,85+,335.0
Connecticut,Renal failure,Not stated,0.0
Connecticut,Renal failure,All Ages,1129.0
Connecticut,"Intentional and unintentional injury, and other adverse events",586.0
Connecticut,All other conditions and causes (residual),0-24,16.0
Connecticut,All other conditions and causes (residual),25-34,42.0
Connecticut,All other conditions and causes (residual),35-44,86.0
Connecticut,All other conditions and causes (residual),45-54,210.0
Connecticut,All other conditions and causes (residual),55-64,576.0
Connecticut,All other conditions and causes (residual),65-74,955.0
Connecticut,All other conditions and causes (residual),75-84,1200.0
Connecticut,All other conditions and causes (residual),85+,1547.0
Connecticut,All other conditions and causes (residual),Not stated,0
Connecticut,All other conditions and causes (residual),All Ages,4633.0
Connecticut,COVID-19,0-24,29.0
Connecticut,COVID-19,25-34,77.0
Connecticut,COVID-19,35-44,178.0
Connecticut,COVID-19,45-54,451.0
Connecticut,COVID-19,55-64,1303.0
Connecticut,COVID-19,65-74,2227.0
Connecticut,COVID-19,75-84,3242.0
Connecticut,COVID-19,85+,5065.0
Connecticut,COVID-19,Not stated,0
Connecticut,COVID-19,All Ages,12573.0
Delaware,Respiratory diseases,0-24,0
Delaware,Respiratory diseases,25-34,13.0
Delaware,Respiratory diseases,35-44,43.0
Delaware,Respiratory diseases,45-54,184.0
Delaware,Respiratory diseases,55-64,461.0
Delaware,Respiratory diseases,65-74,815.0
Delaware,Respiratory diseases,75-84,977.0
Delaware,Respiratory diseases,85+,677.0
Delaware,Respiratory diseases,Not stated,0.0
Delaware,Respiratory diseases,All Ages,3235.0
Delaware,Circulatory diseases,0-24,0.0
Delaware,Circulatory diseases,25-34,0.0
Delaware,Circulatory diseases,35-44,0.0
Delaware,Circulatory diseases,45-54,48.0
Delaware,Circulatory diseases,55-64,220.0
Delaware,Circulatory diseases,65-74,457.0
Delaware,Circulatory diseases,75-84,826.0
Delaware,Circulatory diseases,85+,871.0
Delaware,Circulatory diseases,Not stated,0.0
Delaware,Circulatory diseases,All Ages,2488.0
Delaware,Sepsis,0-24,0
Delaware,Sepsis,25-34,0
Delaware,Sepsis,35-44,0
Delaware,Sepsis,45-54,21.0
Delaware,Sepsis,55-64,73.0
Delaware,Sepsis,65-74,93.0
Delaware,Sepsis,75-84,101.0
Delaware,Sepsis,85+,48.0
Delaware,Sepsis,Not stated,0.0
Delaware,Sepsis,All Ages,346.0
Delaware,Malignant neoplasms,0-24,0
Delaware,Malignant neoplasms,25-34,0
Delaware,Malignant neoplasms,35-44,0
Delaware,Malignant neoplasms,45-54,14.0
Delaware,Malignant neoplasms,55-64,45.0
Delaware,Malignant neoplasms,65-74,67.0
Delaware,Malignant neoplasms,75-84,80.0
Delaware,Malignant neoplasms,85+,59.0
Delaware,Malignant neoplasms,Not stated,0.0
Delaware,Malignant neoplasms,All Ages,268.0
Delaware,Diabetes,0-24,0
Delaware,Diabetes,25-34,0.0
Delaware,Diabetes,35-44,0
Delaware,Diabetes,45-54,21.0
Delaware,Diabetes,55-64,60.0
Delaware,Diabetes,65-74,131.0
Delaware,Diabetes,75-84,161.0
Delaware,Diabetes,85+,98.0
Delaware,Diabetes,Not stated,0.0
Delaware,Diabetes,All Ages,482.0
Delaware,Obesity,0-24,0
Delaware,Obesity,25-34,0
Delaware,Obesity,35-44,13.0
Delaware,Obesity,45-54,29.0
Delaware,Obesity,55-64,47.0
Delaware,Obesity,65-74,81.0
Delaware,Obesity,75-84,38.0
Delaware,Obesity,85+,13.0
Delaware,Obesity,Not stated,0.0
Delaware,Obesity,All Ages,227.0
Delaware,Alzheimer disease,0-24,0.0
Delaware,Alzheimer disease,25-34,0.0
Delaware,Alzheimer disease,35-44,0.0
Delaware,Alzheimer disease,45-54,0
Delaware,Alzheimer disease,55-64,0
Delaware,Alzheimer disease,65-74,12.0
Delaware,Alzheimer disease,75-84,54.0
Delaware,Alzheimer disease,85+,124.0
Delaware,Alzheimer disease,Not stated,0.0
Delaware,Alzheimer disease,All Ages,192.0
Delaware,Vascular and unspecified dementia,0-24,0.0
Delaware,Vascular and unspecified dementia,25-34,0.0
Delaware,Vascular and unspecified dementia,35-44,0.0
Delaware,Vascular and unspecified dementia,45-54,0.0
Delaware,Vascular and unspecified dementia,55-64,0
Delaware,Vascular and unspecified dementia,65-74,36.0
Delaware,Vascular and unspecified dementia,75-84,162.0
Delaware,Vascular and unspecified dementia,85+,279.0
Delaware,Vascular and unspecified dementia,Not stated,0.0
Delaware,Vascular and unspecified dementia,All Ages,484.0
Delaware,Renal failure,0-24,0.0
Delaware,Renal failure,25-34,0
Delaware,Renal failure,35-44,11.0
Delaware,Renal failure,45-54,31.0
Delaware,Renal failure,55-64,69.0
Delaware,Renal failure,65-74,108.0
Delaware,Renal failure,75-84,132.0
Delaware,Renal failure,85+,92.0
Delaware,Renal failure,Not stated,0.0
Delaware,Renal failure,All Ages,446.0
Delaware,"Intentional and unintentional injury, and other adverse events",163.0
Delaware,All other conditions and causes (residual),0-24,13.0
Delaware,All other conditions and causes (residual),25-34,13.0
Delaware,All other conditions and causes (residual),35-44,22.0
Delaware,All other conditions and causes (residual),45-54,76.0
Delaware,All other conditions and causes (residual),55-64,187.0
Delaware,All other conditions and causes (residual),65-74,343.0
Delaware,All other conditions and causes (residual),75-84,456.0
Delaware,All other conditions and causes (residual),85+,426.0
Delaware,All other conditions and causes (residual),Not stated,0.0
Delaware,All other conditions and causes (residual),All Ages,1536.0
Delaware,COVID-19,0-24,14.0
Delaware,COVID-19,25-34,24.0
Delaware,COVID-19,35-44,55.0
Delaware,COVID-19,45-54,174.0
Delaware,COVID-19,55-64,426.0
Delaware,COVID-19,65-74,737.0
Delaware,COVID-19,75-84,1010.0
Delaware,COVID-19,85+,1007.0
Delaware,COVID-19,Not stated,0.0
Delaware,COVID-19,All Ages,3447.0
District of Columbia,Respiratory diseases,0-24,0.0
District of Columbia,Respiratory diseases,25-34,37.0
District of Columbia,Respiratory diseases,35-44,90.0
District of Columbia,Respiratory diseases,45-54,287.0
District of Columbia,Respiratory diseases,55-64,631.0
District of Columbia,Respiratory diseases,65-74,866.0
District of Columbia,Respiratory diseases,75-84,677.0
District of Columbia,Respiratory diseases,85+,589.0
District of Columbia,Respiratory diseases,Not stated,0.0
District of Columbia,Respiratory diseases,All Ages,3232.0
District of Columbia,Circulatory diseases,0-24,0.0
District of Columbia,Circulatory diseases,25-34,0.0
District of Columbia,Circulatory diseases,35-44,22.0
District of Columbia,Circulatory diseases,45-54,107.0
District of Columbia,Circulatory diseases,55-64,369.0
District of Columbia,Circulatory diseases,65-74,540.0
District of Columbia,Circulatory diseases,75-84,466.0
District of Columbia,Circulatory diseases,85+,407.0
District of Columbia,Circulatory diseases,Not stated,0.0
District of Columbia,Circulatory diseases,All Ages,1996.0
District of Columbia,Sepsis,0-24,0.0
District of Columbia,Sepsis,25-34,0
District of Columbia,Sepsis,35-44,0
District of Columbia,Sepsis,45-54,11.0
District of Columbia,Sepsis,55-64,19.0
District of Columbia,Sepsis,65-74,33.0
District of Columbia,Sepsis,75-84,27.0
District of Columbia,Sepsis,85+,16.0
District of Columbia,Sepsis,Not stated,0.0
District of Columbia,Sepsis,All Ages,113.0
District of Columbia,Malignant neoplasms,0-24,0
District of Columbia,Malignant neoplasms,25-34,0
District of Columbia,Malignant neoplasms,35-44,0
District of Columbia,Malignant neoplasms,45-54,13.0
District of Columbia,Malignant neoplasms,55-64,43.0
District of Columbia,Malignant neoplasms,65-74,68.0
District of Columbia,Malignant neoplasms,75-84,69.0
District of Columbia,Malignant neoplasms,85+,42.0
District of Columbia,Malignant neoplasms,Not stated,0.0
District of Columbia,Malignant neoplasms,All Ages,241.0
District of Columbia,Diabetes,0-24,0
District of Columbia,Diabetes,25-34,0
District of Columbia,Diabetes,35-44,20.0
District of Columbia,Diabetes,45-54,66.0
District of Columbia,Diabetes,55-64,182.0
District of Columbia,Diabetes,65-74,244.0
District of Columbia,Diabetes,75-84,144.0
District of Columbia,Diabetes,85+,111.0
District of Columbia,Diabetes,Not stated,0.0
District of Columbia,Diabetes,All Ages,775.0
District of Columbia,Obesity,0-24,0
District of Columbia,Obesity,25-34,0
District of Columbia,Obesity,35-44,23.0
District of Columbia,Obesity,45-54,36.0
District of Columbia,Obesity,55-64,63.0
District of Columbia,Obesity,65-74,40.0
District of Columbia,Obesity,75-84,13.0
District of Columbia,Obesity,85+,0
District of Columbia,Obesity,Not stated,0.0
District of Columbia,Obesity,All Ages,188.0
District of Columbia,Alzheimer disease,0-24,0.0
District of Columbia,Alzheimer disease,25-34,0.0
District of Columbia,Alzheimer disease,35-44,0.0
District of Columbia,Alzheimer disease,45-54,0.0
District of Columbia,Alzheimer disease,55-64,0.0
District of Columbia,Alzheimer disease,65-74,0
District of Columbia,Alzheimer disease,75-84,0
District of Columbia,Alzheimer disease,85+,18.0
District of Columbia,Alzheimer disease,Not stated,0.0
District of Columbia,Alzheimer disease,All Ages,27.0
District of Columbia,Vascular and unspecified dementia,0-24,0.0
District of Columbia,Vascular and unspecified dementia,25-34,0.0
District of Columbia,Vascular and unspecified dementia,35-44,0.0
District of Columbia,Vascular and unspecified dementia,45-54,0.0
District of Columbia,Vascular and unspecified dementia,55-64,0
District of Columbia,Vascular and unspecified dementia,65-74,22.0
District of Columbia,Vascular and unspecified dementia,75-84,59.0
District of Columbia,Vascular and unspecified dementia,85+,87.0
District of Columbia,Vascular and unspecified dementia,Not stated,0.0
District of Columbia,Vascular and unspecified dementia,All Ages,174.0
District of Columbia,Renal failure,0-24,0.0
District of Columbia,Renal failure,25-34,0
District of Columbia,Renal failure,35-44,0
District of Columbia,Renal failure,45-54,18.0
District of Columbia,Renal failure,55-64,40.0
District of Columbia,Renal failure,65-74,59.0
District of Columbia,Renal failure,75-84,36.0
District of Columbia,Renal failure,85+,30.0
District of Columbia,Renal failure,Not stated,0.0
District of Columbia,Renal failure,All Ages,195.0
