State,Condition Group,Condition,Age Group,COVID-19 Deaths
Alabama,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,75.0
Alabama,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",Not stated,0.0
Alabama,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,346.0
Alabama,All other conditions and causes (residual),All other conditions and causes (residual),0-24,27.0
Alabama,All other conditions and causes (residual),All other conditions and causes (residual),25-34,118.0
Alabama,All other conditions and causes (residual),All other conditions and causes (residual),35-44,236.0
Alabama,All other conditions and causes (residual),All other conditions and causes (residual),45-54,563.0
Alabama,All other conditions and causes (residual),All other conditions and causes (residual),55-64,1320.0
Alabama,All other conditions and causes (residual),All other conditions and causes (residual),65-74,2005.0
Alabama,All other conditions and causes (residual),All other conditions and causes (residual),75-84,1948.0
Alabama,All other conditions and causes (residual),All other conditions and causes (residual),85+,1348.0
Alabama,All other conditions and causes (residual),All other conditions and causes (residual),Not stated,0.0
Alabama,All other conditions and causes (residual),All other conditions and causes (residual),All Ages,7565.0
Alabama,COVID-19,COVID-19,0-24,60.0
Alabama,COVID-19,COVID-19,25-34,264.0
Alabama,COVID-19,COVID-19,35-44,670.0
Alabama,COVID-19,COVID-19,45-54,1628.0
Alabama,COVID-19,COVID-19,55-64,3567.0
Alabama,COVID-19,COVID-19,65-74,5479.0
Alabama,COVID-19,COVID-19,75-84,5632.0
Alabama,COVID-19,COVID-19,85+,4213.0
Alabama,COVID-19,COVID-19,Not stated,0.0
Alabama,COVID-19,COVID-19,All Ages,21513.0
Alaska,Respiratory diseases,Influenza and pneumonia,0-24,
Alaska,Respiratory diseases,Influenza and pneumonia,25-34,18.0
Alaska,Respiratory diseases,Influenza and pneumonia,35-44,36.0
Alaska,Respiratory diseases,Influenza and pneumonia,45-54,69.0
Alaska,Respiratory diseases,Influenza and pneumonia,55-64,132.0
Alaska,Respiratory diseases,Influenza and pneumonia,65-74,222.0
Alaska,Respiratory diseases,Influenza and pneumonia,75-84,194.0
Alaska,Respiratory diseases,Influenza and pneumonia,85+,100.0
Alaska,Respiratory diseases,Influenza and pneumonia,Not stated,0.0
Alaska,Respiratory diseases,Influenza and pneumonia,All Ages,774.0
Alaska,Respiratory diseases,Chronic lower respiratory diseases,0-24,
Alaska,Respiratory diseases,Chronic lower respiratory diseases,25-34,
Alaska,Respiratory diseases,Chronic lower respiratory diseases,35-44,
Alaska,Respiratory diseases,Chronic lower respiratory diseases,45-54,
Alaska,Respiratory diseases,Chronic lower respiratory diseases,55-64,13.0
Alaska,Respiratory diseases,Chronic lower respiratory diseases,65-74,48.0
Alaska,Respiratory diseases,Chronic lower respiratory diseases,75-84,40.0
Alaska,Respiratory diseases,Chronic lower respiratory diseases,85+,27.0
Alaska,Respiratory diseases,Chronic lower respiratory diseases,Not stated,0.0
Alaska,Respiratory diseases,Chronic lower respiratory diseases,All Ages,141.0
Alaska,Respiratory diseases,Adult respiratory distress syndrome,0-24,
Alaska,Respiratory diseases,Adult respiratory distress syndrome,25-34,
Alaska,Respiratory diseases,Adult respiratory distress syndrome,35-44,10.0
Alaska,Respiratory diseases,Adult respiratory distress syndrome,45-54,24.0
Alaska,Respiratory diseases,Adult respiratory distress syndrome,55-64,29.0
Alaska,Respiratory diseases,Adult respiratory distress syndrome,65-74,47.0
Alaska,Respiratory diseases,Adult respiratory distress syndrome,75-84,28.0
Alaska,Respiratory diseases,Adult respiratory distress syndrome,85+,
Alaska,Respiratory diseases,Adult respiratory distress syndrome,Not stated,0.0
Alaska,Respiratory diseases,Adult respiratory distress syndrome,All Ages,145.0
Alaska,Respiratory diseases,Respiratory failure,0-24,
Alaska,Respiratory diseases,Respiratory failure,25-34,16.0
Alaska,Respiratory diseases,Respiratory failure,35-44,26.0
Alaska,Respiratory diseases,Respiratory failure,45-54,41.0
Alaska,Respiratory diseases,Respiratory failure,55-64,84.0
Alaska,Respiratory diseases,Respiratory failure,65-74,132.0
Alaska,Respiratory diseases,Respiratory failure,75-84,113.0
Alaska,Respiratory diseases,Respiratory failure,85+,56.0
Alaska,Respiratory diseases,Respiratory failure,Not stated,0.0
Alaska,Respiratory diseases,Respiratory failure,All Ages,471.0
Alaska,Respiratory diseases,Respiratory arrest,0-24,0.0
Alaska,Respiratory diseases,Respiratory arrest,25-34,0.0
Alaska,Respiratory diseases,Respiratory arrest,35-44,
Alaska,Respiratory diseases,Respiratory arrest,45-54,
Alaska,Respiratory diseases,Respiratory arrest,55-64,
Alaska,Respiratory diseases,Respiratory arrest,65-74,
Alaska,Respiratory diseases,Respiratory arrest,75-84,
Alaska,Respiratory diseases,Respiratory arrest,85+,
Alaska,Respiratory diseases,Respiratory arrest,Not stated,0.0
Alaska,Respiratory diseases,Respiratory arrest,All Ages,17.0
Alaska,Respiratory diseases,Other diseases of the respiratory system,0-24,
Alaska,Respiratory diseases,Other diseases of the respiratory system,25-34,
Alaska,Respiratory diseases,Other diseases of the respiratory system,35-44,
Alaska,Respiratory diseases,Other diseases of the respiratory system,45-54,17.0
Alaska,Respiratory diseases,Other diseases of the respiratory system,55-64,13.0
Alaska,Respiratory diseases,Other diseases of the respiratory system,65-74,31.0
Alaska,Respiratory diseases,Other diseases of the respiratory system,75-84,25.0
Alaska,Respiratory diseases,Other diseases of the respiratory system,85+,
Alaska,Respiratory diseases,Other diseases of the respiratory system,Not stated,0.0
Alaska,Respiratory diseases,Other diseases of the respiratory system,All Ages,109.0
Alaska,Circulatory diseases,Hypertensive diseases,0-24,0.0
Alaska,Circulatory diseases,Hypertensive diseases,25-34,
Alaska,Circulatory diseases,Hypertensive diseases,35-44,
Alaska,Circulatory diseases,Hypertensive diseases,45-54,14.0
Alaska,Circulatory diseases,Hypertensive diseases,55-64,24.0
Alaska,Circulatory diseases,Hypertensive diseases,65-74,35.0
Alaska,Circulatory diseases,Hypertensive diseases,75-84,43.0
Alaska,Circulatory diseases,Hypertensive diseases,85+,29.0
Alaska,Circulatory diseases,Hypertensive diseases,Not stated,0.0
Alaska,Circulatory diseases,Hypertensive diseases,All Ages,150.0
Alaska,Circulatory diseases,Ischemic heart disease,0-24,0.0
Alaska,Circulatory diseases,Ischemic heart disease,25-34,0.0
Alaska,Circulatory diseases,Ischemic heart disease,35-44,
Alaska,Circulatory diseases,Ischemic heart disease,45-54,
Alaska,Circulatory diseases,Ischemic heart disease,55-64,15.0
Alaska,Circulatory diseases,Ischemic heart disease,65-74,35.0
Alaska,Circulatory diseases,Ischemic heart disease,75-84,41.0
Alaska,Circulatory diseases,Ischemic heart disease,85+,17.0
Alaska,Circulatory diseases,Ischemic heart disease,Not stated,0.0
Alaska,Circulatory diseases,Ischemic heart disease,All Ages,116.0
Alaska,Circulatory diseases,Cardiac arrest,0-24,0.0
Alaska,Circulatory diseases,Cardiac arrest,25-34,
Alaska,Circulatory diseases,Cardiac arrest,35-44,15.0
Alaska,Circulatory diseases,Cardiac arrest,45-54,13.0
Alaska,Circulatory diseases,Cardiac arrest,55-64,30.0
Alaska,Circulatory diseases,Cardiac arrest,65-74,42.0
Alaska,Circulatory diseases,Cardiac arrest,75-84,30.0
Alaska,Circulatory diseases,Cardiac arrest,85+,10.0
Alaska,Circulatory diseases,Cardiac arrest,Not stated,0.0
Alaska,Circulatory diseases,Cardiac arrest,All Ages,144.0
Alaska,Circulatory diseases,Cardiac arrhythmia,0-24,0.0
Alaska,Circulatory diseases,Cardiac arrhythmia,25-34,0.0
Alaska,Circulatory diseases,Cardiac arrhythmia,35-44,
Alaska,Circulatory diseases,Cardiac arrhythmia,45-54,
Alaska,Circulatory diseases,Cardiac arrhythmia,55-64,
Alaska,Circulatory diseases,Cardiac arrhythmia,65-74,22.0
Alaska,Circulatory diseases,Cardiac arrhythmia,75-84,36.0
Alaska,Circulatory diseases,Cardiac arrhythmia,85+,22.0
Alaska,Circulatory diseases,Cardiac arrhythmia,Not stated,0.0
Alaska,Circulatory diseases,Cardiac arrhythmia,All Ages,94.0
Alaska,Circulatory diseases,Heart failure,0-24,0.0
Alaska,Circulatory diseases,Heart failure,25-34,0.0
Alaska,Circulatory diseases,Heart failure,35-44,0.0
Alaska,Circulatory diseases,Heart failure,45-54,
Alaska,Circulatory diseases,Heart failure,55-64,13.0
Alaska,Circulatory diseases,Heart failure,65-74,26.0
Alaska,Circulatory diseases,Heart failure,75-84,36.0
Alaska,Circulatory diseases,Heart failure,85+,39.0
Alaska,Circulatory diseases,Heart failure,Not stated,0.0
Alaska,Circulatory diseases,Heart failure,All Ages,122.0
Alaska,Circulatory diseases,Cerebrovascular diseases,0-24,
Alaska,Circulatory diseases,Cerebrovascular diseases,25-34,0.0
Alaska,Circulatory diseases,Cerebrovascular diseases,35-44,
Alaska,Circulatory diseases,Cerebrovascular diseases,45-54,
Alaska,Circulatory diseases,Cerebrovascular diseases,55-64,
Alaska,Circulatory diseases,Cerebrovascular diseases,65-74,23.0
Alaska,Circulatory diseases,Cerebrovascular diseases,75-84,23.0
Alaska,Circulatory diseases,Cerebrovascular diseases,85+,24.0
Alaska,Circulatory diseases,Cerebrovascular diseases,Not stated,0.0
Alaska,Circulatory diseases,Cerebrovascular diseases,All Ages,86.0
Alaska,Circulatory diseases,Other diseases of the circulatory system,0-24,
Alaska,Circulatory diseases,Other diseases of the circulatory system,25-34,
Alaska,Circulatory diseases,Other diseases of the circulatory system,35-44,
Alaska,Circulatory diseases,Other diseases of the circulatory system,45-54,15.0
Alaska,Circulatory diseases,Other diseases of the circulatory system,55-64,25.0
Alaska,Circulatory diseases,Other diseases of the circulatory system,65-74,27.0
Alaska,Circulatory diseases,Other diseases of the circulatory system,75-84,25.0
Alaska,Circulatory diseases,Other diseases of the circulatory system,85+,17.0
Alaska,Circulatory diseases,Other diseases of the circulatory system,Not stated,0.0
Alaska,Circulatory diseases,Other diseases of the circulatory system,All Ages,119.0
Alaska,Sepsis,Sepsis,0-24,
Alaska,Sepsis,Sepsis,25-34,0.0
Alaska,Sepsis,Sepsis,35-44,
Alaska,Sepsis,Sepsis,45-54,14.0
Alaska,Sepsis,Sepsis,55-64,18.0
Alaska,Sepsis,Sepsis,65-74,26.0
Alaska,Sepsis,Sepsis,75-84,21.0
Alaska,Sepsis,Sepsis,85+,
Alaska,Sepsis,Sepsis,Not stated,0.0
Alaska,Sepsis,Sepsis,All Ages,92.0
Alaska,Malignant neoplasms,Malignant neoplasms,0-24,0.0
Alaska,Malignant neoplasms,Malignant neoplasms,25-34,
Alaska,Malignant neoplasms,Malignant neoplasms,35-44,
Alaska,Malignant neoplasms,Malignant neoplasms,45-54,
Alaska,Malignant neoplasms,Malignant neoplasms,55-64,19.0
Alaska,Malignant neoplasms,Malignant neoplasms,65-74,32.0
Alaska,Malignant neoplasms,Malignant neoplasms,75-84,29.0
Alaska,Malignant neoplasms,Malignant neoplasms,85+,14.0
Alaska,Malignant neoplasms,Malignant neoplasms,Not stated,0.0
Alaska,Malignant neoplasms,Malignant neoplasms,All Ages,101.0
Alaska,Diabetes,Diabetes,0-24,
Alaska,Diabetes,Diabetes,25-34,
Alaska,Diabetes,Diabetes,35-44,
Alaska,Diabetes,Diabetes,45-54,13.0
Alaska,Diabetes,Diabetes,55-64,31.0
Alaska,Diabetes,Diabetes,65-74,31.0
Alaska,Diabetes,Diabetes,75-84,32.0
Alaska,Diabetes,Diabetes,85+,14.0
Alaska,Diabetes,Diabetes,Not stated,0.0
Alaska,Diabetes,Diabetes,All Ages,126.0
Alaska,Obesity,Obesity,0-24,
Alaska,Obesity,Obesity,25-34,11.0
Alaska,Obesity,Obesity,35-44,15.0
Alaska,Obesity,Obesity,45-54,15.0
Alaska,Obesity,Obesity,55-64,21.0
Alaska,Obesity,Obesity,65-74,16.0
Alaska,Obesity,Obesity,75-84,
Alaska,Obesity,Obesity,85+,
Alaska,Obesity,Obesity,Not stated,0.0
Alaska,Obesity,Obesity,All Ages,90.0
Alaska,Alzheimer disease,Alzheimer disease,0-24,0.0
Alaska,Alzheimer disease,Alzheimer disease,25-34,0.0
Alaska,Alzheimer disease,Alzheimer disease,35-44,0.0
Alaska,Alzheimer disease,Alzheimer disease,45-54,0.0
Alaska,Alzheimer disease,Alzheimer disease,55-64,
Alaska,Alzheimer disease,Alzheimer disease,65-74,
Alaska,Alzheimer disease,Alzheimer disease,75-84,14.0
Alaska,Alzheimer disease,Alzheimer disease,85+,21.0
Alaska,Alzheimer disease,Alzheimer disease,Not stated,0.0
Alaska,Alzheimer disease,Alzheimer disease,All Ages,40.0
Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,0-24,0.0
Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,25-34,0.0
Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,35-44,0.0
Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,45-54,0.0
Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,55-64,0.0
Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,65-74,
Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,75-84,29.0
Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,85+,43.0
Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,Not stated,0.0
Alaska,Vascular and unspecified dementia,Vascular and unspecified dementia,All Ages,80.0
Alaska,Renal failure,Renal failure,0-24,0.0
Alaska,Renal failure,Renal failure,25-34,
Alaska,Renal failure,Renal failure,35-44,
Alaska,Renal failure,Renal failure,45-54,12.0
Alaska,Renal failure,Renal failure,55-64,19.0
Alaska,Renal failure,Renal failure,65-74,48.0
Alaska,Renal failure,Renal failure,75-84,47.0
Alaska,Renal failure,Renal failure,85+,26.0
Alaska,Renal failure,Renal failure,Not stated,0.0
Alaska,Renal failure,Renal failure,All Ages,161.0
Alaska,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",0-24,0.0
